trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
347,False,"{'a': 0.19999999999999973, 'e': 0.24957395372380728}",20,6,-22.816181505374136,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.19999999999999973, 'e': 0.24857765184107966}",20,7,3.617519981282997,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.19999999999999973, 'e': 0.2475853272060845}",20,7,-0.03857946537392021,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.19999999999999973, 'e': 0.24659696394160643}",20,0,-107.32252956651534,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
351,False,"{'a': 0.19999999999999973, 'e': 0.2456125462338122}",25,0,22.361328646479734,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
352,False,"{'a': 0.19999999999999973, 'e': 0.2446320583319975}",25,17,8.906373099188826,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.19999999999999973, 'e': 0.24365548454833486}",20,9,-32.92226048907127,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
354,False,"{'a': 0.19999999999999973, 'e': 0.24268280925762298}",20,16,6.944089377174452,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.19999999999999973, 'e': 0.24171401689703645}",30,10,-2.020570324061409,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.19999999999999973, 'e': 0.24074909196587688}",20,2,20.809145144464743,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.19999999999999973, 'e': 0.2397880190253247}",20,7,0.5475190002230237,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.19999999999999973, 'e': 0.23883078269819244}",20,13,11.256123788063588,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.19999999999999973, 'e': 0.2378773676686784}",20,8,2.266158494677346,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.19999999999999973, 'e': 0.23692775868212176}",20,10,-32.33176754803692,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.19999999999999973, 'e': 0.23598194054475852}",30,16,-26.686432803804205,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
362,False,"{'a': 0.19999999999999973, 'e': 0.23503989812347828}",30,19,12.228436546320044,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.19999999999999973, 'e': 0.2341016163455822}",20,1,24.037228882373597,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.19999999999999973, 'e': 0.2331670801985418}",20,0,-10.788395571574977,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
365,False,"{'a': 0.19999999999999973, 'e': 0.23223627472975883}",25,18,-1.84518739515415,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.19999999999999973, 'e': 0.23130918504632592}",20,6,21.894080599939794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.19999999999999973, 'e': 0.23038579631478834}",30,17,7.29730710635986,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.19999999999999973, 'e': 0.22946609376090668}",25,11,1.586485778241076,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
369,False,"{'a': 0.19999999999999973, 'e': 0.2285500626694205}",25,15,6.005939717656103,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.19999999999999973, 'e': 0.22763768838381274}",20,14,10.145108515305633,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.19999999999999973, 'e': 0.22672895630607542}",35,18,32.73825225416938,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.19999999999999973, 'e': 0.22582385189647586}",20,12,8.259280116213699,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.19999999999999973, 'e': 0.22492236067332425}",25,16,7.760960857871197,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.19999999999999973, 'e': 0.22402446821274175}",20,12,-4.237744169822003,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.19999999999999973, 'e': 0.22313016014842982}",20,13,0.8994734717532258,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.19999999999999973, 'e': 0.2222394221714404}",20,12,16.89033860619215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.19999999999999973, 'e': 0.22135224002994683}",20,4,-24.21384125771856,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
378,False,"{'a': 0.19999999999999973, 'e': 0.22046859952901593}",20,4,0.34968597522219613,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
379,False,"{'a': 0.19999999999999973, 'e': 0.21958848653038082}",30,18,15.224155883456124,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.19999999999999973, 'e': 0.21871188695221475}",20,13,-40.48277639177801,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
381,False,"{'a': 0.19999999999999973, 'e': 0.21783878676890578}",20,13,11.689523520766391,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.19999999999999973, 'e': 0.21696917201083235}",25,17,-6.887537813421,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
383,False,"{'a': 0.19999999999999973, 'e': 0.21610302876413975}",20,6,-19.27424794219888,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
384,False,"{'a': 0.19999999999999973, 'e': 0.21524034317051757}",20,12,-3.768130174628522,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
385,False,"{'a': 0.19999999999999973, 'e': 0.21438110142697794}",20,14,13.86837762179534,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.19999999999999973, 'e': 0.2135252897856346}",25,0,24.714504809020077,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
387,False,"{'a': 0.19999999999999973, 'e': 0.21267289455348304}",25,8,18.415631299733082,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.19999999999999973, 'e': 0.21182390209218135}",20,0,25.1182927445546,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
389,False,"{'a': 0.19999999999999973, 'e': 0.21097829881783206}",20,12,-0.10268418980374072,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.19999999999999973, 'e': 0.21013607120076472}",25,13,11.845982843155312,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.19999999999999973, 'e': 0.20929720576531952}",20,14,11.708236649831889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.19999999999999973, 'e': 0.20846168908963153}",20,10,-22.429114023496656,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
393,False,"{'a': 0.19999999999999973, 'e': 0.2076295078054162}",25,4,1.4989049405743646,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
394,False,"{'a': 0.19999999999999973, 'e': 0.20680064859775515}",20,8,-45.112564785886825,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
395,False,"{'a': 0.19999999999999973, 'e': 0.20597509820488344}",20,0,8.979815283861075,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
396,False,"{'a': 0.19999999999999973, 'e': 0.20515284341797715}",30,20,15.755704783524711,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.19999999999999973, 'e': 0.20433387108094214}",30,20,7.706425852705892,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.19999999999999973, 'e': 0.20351816809020354}",35,19,-67.86588489754413,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
399,False,"{'a': 0.19999999999999973, 'e': 0.2027057213944961}",25,13,7.5960115780517015,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.19999999999999973, 'e': 0.20189651799465538}",25,14,-2.795353772263166,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
401,False,"{'a': 0.19999999999999973, 'e': 0.20109054494340972}",20,13,5.535474970487355,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.19999999999999973, 'e': 0.20028778934517305}",25,10,15.709641636126056,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.19999999999999973, 'e': 0.19948823835583873}",20,6,11.89372471239977,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.19999999999999973, 'e': 0.19869187918257386}",20,12,-38.164303916265474,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
405,False,"{'a': 0.19999999999999973, 'e': 0.19789869908361465}",20,10,18.70198619179455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.19999999999999973, 'e': 0.19710868536806264}",20,12,-22.009741180928902,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
407,False,"{'a': 0.19999999999999973, 'e': 0.1963218253956815}",25,0,31.467533520854975,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
408,False,"{'a': 0.19999999999999973, 'e': 0.1955381065766949}",20,0,-67.8256930790796,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
409,False,"{'a': 0.19999999999999973, 'e': 0.194757516371585}",20,3,8.868835362404624,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.19999999999999973, 'e': 0.19398004229089189}",30,13,21.29381834336873,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.19999999999999973, 'e': 0.19320567189501364}",20,9,19.596848466916533,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.19999999999999973, 'e': 0.19243439279400748}",25,5,4.184204927633128,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
413,False,"{'a': 0.19999999999999973, 'e': 0.19166619264739126}",25,14,-4.353158229299324,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
414,False,"{'a': 0.19999999999999973, 'e': 0.19090105916394629}",30,13,-61.702310564858976,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
415,False,"{'a': 0.19999999999999973, 'e': 0.1901389801015205}",20,2,31.741759327607554,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.19999999999999973, 'e': 0.18937994326683263}",25,11,-8.456298155599095,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
417,False,"{'a': 0.19999999999999973, 'e': 0.1886239365152772}",25,12,23.391448576817314,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.19999999999999973, 'e': 0.18787094775072993}",25,0,-17.70812666685094,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
419,False,"{'a': 0.19999999999999973, 'e': 0.1871209649253546}",20,0,23.198056683430462,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
420,False,"{'a': 0.19999999999999973, 'e': 0.18637397603940997}",30,0,-43.76957274441275,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
421,False,"{'a': 0.19999999999999973, 'e': 0.18562996914105798}",30,10,20.782294873142668,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.19999999999999973, 'e': 0.18488893232617234}",25,11,23.71688262464271,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.19999999999999973, 'e': 0.1841508537381482}",30,22,15.241317365022256,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.19999999999999973, 'e': 0.18341572156771246}",20,16,8.64009543239991,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.19999999999999973, 'e': 0.18268352405273466}",25,20,12.432127259483758,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.19999999999999973, 'e': 0.18195424947803895}",20,12,13.329581114615824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.19999999999999973, 'e': 0.1812278861752166}",20,5,-11.762305983398893,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
428,False,"{'a': 0.19999999999999973, 'e': 0.18050442252243923}",25,9,-2.8911318219581936,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
429,False,"{'a': 0.19999999999999973, 'e': 0.17978384694427296}",20,14,1.0364716947541717,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.19999999999999973, 'e': 0.17906614791149322}",20,15,11.7987065545795,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.19999999999999973, 'e': 0.17835131394090015}",25,12,24.758986784318438,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.19999999999999973, 'e': 0.17763933359513495}",20,4,17.51328263585829,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.19999999999999973, 'e': 0.17693019548249692}",20,8,18.972062638314803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.19999999999999973, 'e': 0.1762238882567611}",20,12,-2.0831688438908342,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.19999999999999973, 'e': 0.17552040061699686}",20,0,-34.77770598645824,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
436,False,"{'a': 0.19999999999999973, 'e': 0.17481972130738693}",20,16,6.688916488198978,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.19999999999999973, 'e': 0.1741218391170474}",25,11,-2.5494226226095966,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
438,False,"{'a': 0.19999999999999973, 'e': 0.17342674287984836}",25,8,11.01843691963035,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
439,False,"{'a': 0.19999999999999973, 'e': 0.17273442147423515}",20,0,-21.042253547095704,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
440,False,"{'a': 0.19999999999999973, 'e': 0.17204486382305054}",20,10,-1.3610362855015703,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
441,False,"{'a': 0.19999999999999973, 'e': 0.17135805889335737}",20,11,19.194529917897448,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.19999999999999973, 'e': 0.17067399569626215}",20,8,2.375678593333285,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.19999999999999973, 'e': 0.16999266328673912}",20,12,14.68951974958616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.19999999999999973, 'e': 0.16931405076345518}",25,15,19.44026079873467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.19999999999999973, 'e': 0.1686381472685955}",20,13,9.869936870917702,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.19999999999999973, 'e': 0.16796494198768974}",35,13,25.052469781292235,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.19999999999999973, 'e': 0.167294424149439}",30,21,16.663052189154918,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.19999999999999973, 'e': 0.16662658302554365}",25,15,-0.5683270287483886,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.19999999999999973, 'e': 0.16596140793053138}",25,15,17.782274265326034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.19999999999999973, 'e': 0.16529888822158653}",35,19,0.8207689040707089,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
451,False,"{'a': 0.19999999999999973, 'e': 0.1646390132983796}",20,6,22.79100582397751,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.19999999999999973, 'e': 0.16398177260289773}",20,10,-0.09347429003878949,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
453,False,"{'a': 0.19999999999999973, 'e': 0.1633271556192758}",20,15,-29.38942073757029,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
454,False,"{'a': 0.19999999999999973, 'e': 0.16267515187362808}",25,18,12.357398372920036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.19999999999999973, 'e': 0.16202575093388075}",30,22,15.29078776854215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.19999999999999973, 'e': 0.16137894240960493}",20,8,3.3028296011650804,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
457,False,"{'a': 0.19999999999999973, 'e': 0.16073471595185038}",20,15,-2.6230450368854,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.19999999999999973, 'e': 0.1600930612529801}",20,9,-5.140137986284522,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
459,False,"{'a': 0.19999999999999973, 'e': 0.15945396804650516}",30,16,17.46026479033328,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.19999999999999973, 'e': 0.15881742610692068}",25,20,11.032155210858308,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.19999999999999973, 'e': 0.15818342524954201}",20,0,-4.542869451772257,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
462,False,"{'a': 0.19999999999999973, 'e': 0.15755195533034191}",20,8,24.648501569672415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.19999999999999973, 'e': 0.1569230062457882}",25,8,18.152288051522543,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.19999999999999973, 'e': 0.15629656793268212}",20,9,9.870320459552211,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.19999999999999973, 'e': 0.1556726303679973}",25,16,16.415408998037343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.19999999999999973, 'e': 0.15505118356871936}",20,13,15.120067772052451,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.19999999999999973, 'e': 0.15443221759168632}",25,10,14.74561158807728,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.19999999999999973, 'e': 0.15381572253342926}",30,24,13.76633094264719,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.19999999999999973, 'e': 0.15320168853001417}",30,17,21.305002553979048,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.19999999999999973, 'e': 0.15259010575688386}",30,16,10.228142740620813,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.19999999999999973, 'e': 0.1519809644287009}",30,23,-27.66223363261169,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
472,False,"{'a': 0.19999999999999973, 'e': 0.1513742547991911}",30,17,-19.787804548404594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
473,False,"{'a': 0.19999999999999973, 'e': 0.15076996716098734}",25,5,27.04114339481003,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.19999999999999973, 'e': 0.15016809184547464}",20,12,12.610820426736407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.19999999999999973, 'e': 0.14956861922263504}",25,16,16.02582053256819,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.19999999999999973, 'e': 0.1489715397008938}",20,4,25.711871268192954,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.19999999999999973, 'e': 0.14837684372696583}",20,13,12.88057145934101,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.19999999999999973, 'e': 0.14778452178570287}",20,8,-1.873578351291517,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
479,False,"{'a': 0.19999999999999973, 'e': 0.14719456439994122}",25,9,-27.341756178541242,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
480,False,"{'a': 0.19999999999999973, 'e': 0.14660696213035015}",20,9,20.70775051990446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.19999999999999973, 'e': 0.14602170557528074}",25,17,13.939920826362226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.19999999999999973, 'e': 0.1454387853706157}",20,13,14.341537459935177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.19999999999999973, 'e': 0.14485819218961926}",20,1,-13.021587758220821,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
484,False,"{'a': 0.19999999999999973, 'e': 0.14427991674278817}",30,18,10.274656729876678,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.19999999999999973, 'e': 0.14370394977770293}",20,12,15.23082868298947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.19999999999999973, 'e': 0.14313028207887982}",20,7,-22.30796269184072,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
487,False,"{'a': 0.19999999999999973, 'e': 0.14255890446762343}",25,19,8.82982163948673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.19999999999999973, 'e': 0.14198980780187978}",25,19,9.610048793565296,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.19999999999999973, 'e': 0.14142298297609007}",25,7,23.045126869225854,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.19999999999999973, 'e': 0.140858420921045}",20,10,4.818205553964207,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.19999999999999973, 'e': 0.14029611260373964}",35,18,25.621746517694163,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.19999999999999973, 'e': 0.13973604902722894}",20,11,13.532869353708007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.19999999999999973, 'e': 0.13917822123048373}",25,1,25.79287994951903,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.19999999999999973, 'e': 0.13862262028824732}",20,6,14.646414859586606,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.19999999999999973, 'e': 0.13806923731089282}",25,14,-2.9927021186915397,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
496,False,"{'a': 0.19999999999999973, 'e': 0.13751806344428075}",20,16,9.115506634916663,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.19999999999999973, 'e': 0.13696908986961753}",20,4,11.873552980373676,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.19999999999999973, 'e': 0.13642230780331424}",30,10,20.476039205682493,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.19999999999999973, 'e': 0.13587770849684613}",30,22,4.182823541568027,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.19999999999999973, 'e': 0.1353352832366127}",25,15,18.308930417864737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.19999999999999973, 'e': 0.1347950233437982}",30,16,8.330913008447215,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.19999999999999973, 'e': 0.13425692017423285}",20,15,9.793099635875642,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.19999999999999973, 'e': 0.1337209651182544}",20,0,9.922106960666309,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
504,False,"{'a': 0.19999999999999973, 'e': 0.1331871496005706}",20,8,22.45101729323852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.19999999999999973, 'e': 0.13265546508012172}",20,8,-1.194310575716083,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
506,False,"{'a': 0.19999999999999973, 'e': 0.1321259030499441}",25,20,7.055391767710983,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.19999999999999973, 'e': 0.131598455037034}",20,0,-31.362238733446173,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
508,False,"{'a': 0.19999999999999973, 'e': 0.13107311260221188}",20,12,15.226158889495585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.19999999999999973, 'e': 0.13054986733998764}",30,20,19.8869216960388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.19999999999999973, 'e': 0.1300287108784259}",20,0,-54.82890647849316,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
511,False,"{'a': 0.19999999999999973, 'e': 0.12950963487901218}",20,0,-0.5648713809252043,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
512,False,"{'a': 0.19999999999999973, 'e': 0.1289926310365194}",20,3,26.517059650305562,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.19999999999999973, 'e': 0.12847769107887502}",20,8,18.768266216882274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.19999999999999973, 'e': 0.1279648067670288}",25,7,26.42588920483528,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.19999999999999973, 'e': 0.12745396989482075}",30,13,-10.507969264358348,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
516,False,"{'a': 0.19999999999999973, 'e': 0.12694517228885002}",20,13,8.112492997039416,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.19999999999999973, 'e': 0.1264384058083441}",25,2,-0.9314204525518446,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
518,False,"{'a': 0.19999999999999973, 'e': 0.12593366234502845}",25,3,11.9816370222305,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.19999999999999973, 'e': 0.12543093382299692}",35,20,19.306388826074286,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
