trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.32599999999999985, 'e': 0.4985756229912165}",25,7,-3.627006350868494,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.32499999999999984, 'e': 0.49658530379140947}",35,20,-36.02965568669901,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
176,False,"{'a': 0.32399999999999984, 'e': 0.494602929967057}",20,12,-92.93759890765098,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 2}",1
177,False,"{'a': 0.32299999999999984, 'e': 0.49262846980013547}",30,0,-114.60882643656961,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
178,False,"{'a': 0.32199999999999984, 'e': 0.4906618916992401}",25,8,-44.3935038704648,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
179,False,"{'a': 0.32099999999999984, 'e': 0.4887031641990795}",20,8,-0.9885275344856526,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.31999999999999984, 'e': 0.4867522559599717}",25,4,-45.78918499798444,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
181,False,"{'a': 0.31899999999999984, 'e': 0.48480913576734325}",30,16,-8.339363363742681,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
182,False,"{'a': 0.31799999999999984, 'e': 0.48287377253122976}",20,16,10.062314838025944,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.31699999999999984, 'e': 0.480946135285778}",20,0,-77.80270174549375,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
184,False,"{'a': 0.31599999999999984, 'e': 0.4790261931887511}",25,0,-102.5788309084851,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
185,False,"{'a': 0.31499999999999984, 'e': 0.4771139155210344}",25,12,-17.73346853707599,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.31399999999999983, 'e': 0.47520927168614446}",35,5,-30.394083042286105,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",1
187,False,"{'a': 0.31299999999999983, 'e': 0.4733122312097393}",20,9,-70.18230509345078,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 1}",1
188,False,"{'a': 0.31199999999999983, 'e': 0.4714227637391309}",25,15,-9.092874105536195,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.31099999999999983, 'e': 0.46954083904279925}",20,4,-4.6065007877820845,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.30999999999999983, 'e': 0.46766642700990924}",20,14,-11.708097233637016,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.30899999999999983, 'e': 0.46579949764982825}",25,7,1.554230001796061,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.30799999999999983, 'e': 0.4639400210916467}",20,0,-36.31063474078065,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
193,False,"{'a': 0.30699999999999983, 'e': 0.4620879675837}",25,13,-10.528585531111398,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.3059999999999998, 'e': 0.46024330749309256}",25,8,-75.0964145020973,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 1}",1
195,False,"{'a': 0.3049999999999998, 'e': 0.4584060113052235}",20,4,-37.2625572857052,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
196,False,"{'a': 0.3039999999999998, 'e': 0.4565760496233147}",20,8,-23.076654922607332,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
197,False,"{'a': 0.3029999999999998, 'e': 0.45475339316794017}",25,13,-35.78496376583703,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
198,False,"{'a': 0.3019999999999998, 'e': 0.4529380127765577}",25,0,-119.20594649807146,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
199,False,"{'a': 0.3009999999999998, 'e': 0.45112987940304233}",35,0,-70.4402316528197,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 2}",0
200,False,"{'a': 0.2999999999999998, 'e': 0.44932896411722156}",30,0,-35.26449591019881,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
201,False,"{'a': 0.2989999999999998, 'e': 0.44753523810441237}",35,8,-81.16984113492865,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 2}",1
202,False,"{'a': 0.2979999999999998, 'e': 0.4457486726649602}",30,0,-29.33035247465594,"{0: 26, 1: 0, 2: 1, 3: 3, 4: 0}",0
203,False,"{'a': 0.2969999999999998, 'e': 0.44396923921378006}",25,3,-26.774015333585737,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 0}",1
204,False,"{'a': 0.2959999999999998, 'e': 0.44219690927989863}",20,0,4.992695812737401,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.2949999999999998, 'e': 0.44043165450599925}",20,8,-51.31908178959505,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
206,False,"{'a': 0.2939999999999998, 'e': 0.4386734466479678}",25,11,-71.9123536111465,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
207,False,"{'a': 0.2929999999999998, 'e': 0.43692225757444114}",30,12,-26.107433356769526,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
208,False,"{'a': 0.2919999999999998, 'e': 0.43517805926635666}",25,2,-32.85324033200755,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 0}",1
209,False,"{'a': 0.2909999999999998, 'e': 0.4334408238165043}",25,15,5.483050327541857,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.2899999999999998, 'e': 0.43171052342907973}",20,12,-29.787731737045007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
211,False,"{'a': 0.2889999999999998, 'e': 0.4299871304192398}",30,0,-21.259468244833933,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
212,False,"{'a': 0.2879999999999998, 'e': 0.4282706172126597}",30,11,-13.975587686424692,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
213,False,"{'a': 0.2869999999999998, 'e': 0.4265609563450914}",25,0,-33.79378174378249,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
214,False,"{'a': 0.2859999999999998, 'e': 0.42485812046192456}",20,11,-2.9164682461204334,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.2849999999999998, 'e': 0.4231620823177488}",20,13,-8.988200153834384,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
216,False,"{'a': 0.2839999999999998, 'e': 0.42147281477591764}",20,4,-48.862911891726476,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
217,False,"{'a': 0.2829999999999998, 'e': 0.41979029080811425}",30,13,2.9283891477009507,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.2819999999999998, 'e': 0.41811448349391933}",30,17,-15.729614752404112,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.2809999999999998, 'e': 0.41644536602038007}",35,17,-46.69699088942589,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 0}",1
220,False,"{'a': 0.2799999999999998, 'e': 0.4147829116815814}",25,0,-49.49072541299167,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
221,False,"{'a': 0.2789999999999998, 'e': 0.4131270938782182}",25,13,3.8426153606107722,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.2779999999999998, 'e': 0.41147788611717057}",20,1,18.409886724450672,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.2769999999999998, 'e': 0.40983526201107895}",20,9,-21.52552457571897,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
224,False,"{'a': 0.2759999999999998, 'e': 0.4081991952779227}",20,3,-50.54285273800547,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
225,False,"{'a': 0.2749999999999998, 'e': 0.4065696597405991}",20,0,-7.973882365319043,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.2739999999999998, 'e': 0.4049466293265049}",20,15,3.2443085770998716,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.2729999999999998, 'e': 0.40333007806711874}",25,14,0.4443556810073568,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.2719999999999998, 'e': 0.401719980097586}",30,8,-19.456916706958808,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
229,False,"{'a': 0.2709999999999998, 'e': 0.40011630965630496}",25,11,0.2701635248773093,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.2699999999999998, 'e': 0.39851904108451414}",20,11,-6.492537141502053,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.2689999999999998, 'e': 0.39692814882588245}",20,12,-32.57343099936603,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.2679999999999998, 'e': 0.3953436074260998}",25,19,3.6857996490436564,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.2669999999999998, 'e': 0.39376539153247}",20,6,-24.576787721348346,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
234,False,"{'a': 0.2659999999999998, 'e': 0.39219347589350495}",25,3,-37.100952767038514,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
235,False,"{'a': 0.2649999999999998, 'e': 0.3906278353585211}",30,19,-35.55338388979614,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
236,False,"{'a': 0.2639999999999998, 'e': 0.3890684448772363}",20,14,11.417498969941855,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.2629999999999998, 'e': 0.3875152794993697}",25,15,-6.462631047469759,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.2619999999999998, 'e': 0.3859683143742421}",25,3,-30.224853230089664,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
239,False,"{'a': 0.2609999999999998, 'e': 0.3844275247503785}",35,17,-47.263488406911144,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 0}",1
240,False,"{'a': 0.2599999999999998, 'e': 0.38289288597511206}",30,19,21.0659729231582,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2589999999999998, 'e': 0.38136437349418956}",20,9,-6.7679488061938695,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
242,False,"{'a': 0.2579999999999998, 'e': 0.3798419628513787}",25,3,-50.28811298535724,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
243,False,"{'a': 0.2569999999999998, 'e': 0.3783256296880768}",25,0,-13.723608780986321,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",1
244,False,"{'a': 0.2559999999999998, 'e': 0.37681534974292086}",30,4,30.731484484285247,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.2549999999999998, 'e': 0.37531109885139957}",20,10,-10.007705533708819,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
246,False,"{'a': 0.2539999999999998, 'e': 0.3738128529454665}",20,0,-55.06444857580687,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
247,False,"{'a': 0.2529999999999998, 'e': 0.3723205880531552}",25,8,-43.31228686235426,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
248,False,"{'a': 0.2519999999999998, 'e': 0.37083428029819565}",20,4,-14.72752239623869,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.2509999999999998, 'e': 0.369353905899632}",20,13,0.3767090907894277,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.24999999999999978, 'e': 0.36787944117144233}",25,18,13.103361965985442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.24899999999999978, 'e': 0.3664108625221595}",20,2,-12.371609561627265,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
252,False,"{'a': 0.24799999999999978, 'e': 0.36494814645449375}",30,8,-44.83055898262026,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
253,False,"{'a': 0.24699999999999978, 'e': 0.3634912695649568}",25,15,-64.64813167910728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
254,False,"{'a': 0.24599999999999977, 'e': 0.36204020854348745}",25,3,12.656420331366757,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.24499999999999977, 'e': 0.3605949401730783}",20,0,-0.671691453233535,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
256,False,"{'a': 0.24399999999999977, 'e': 0.3591554413294046}",30,0,17.605844325716237,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
257,False,"{'a': 0.24299999999999977, 'e': 0.3577216889804542}",20,16,8.54636765687004,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.24199999999999977, 'e': 0.3562936601861588}",25,1,-10.227682547775292,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.24099999999999977, 'e': 0.3548713320980274}",30,0,-27.220250402417804,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",1
260,False,"{'a': 0.23999999999999977, 'e': 0.35345468195878016}",20,11,-37.149300443679245,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
261,False,"{'a': 0.23899999999999977, 'e': 0.3520436871019846}",30,4,-27.562084834139583,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 1}",1
262,False,"{'a': 0.23799999999999977, 'e': 0.35063832495169295}",25,19,10.59289700998548,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.23699999999999977, 'e': 0.3492385730220808}",20,15,-0.7958531086395888,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.23599999999999977, 'e': 0.3478444089170874}",25,16,-15.52260977428712,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
265,False,"{'a': 0.23499999999999976, 'e': 0.3464558103300574}",20,8,9.80469784343833,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.23399999999999976, 'e': 0.34507275504338375}",30,7,-13.976445919881325,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
267,False,"{'a': 0.23299999999999976, 'e': 0.34369522092815236}",25,16,12.430795579410745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.23199999999999976, 'e': 0.34232318594378797}",20,7,9.080698405602487,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.23099999999999976, 'e': 0.34095662813770156}",25,2,1.208335366327727,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.22999999999999976, 'e': 0.3395955256449391}",30,15,-61.82948826291963,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
271,False,"{'a': 0.22899999999999976, 'e': 0.3382398566878317}",20,14,2.0203259979596186,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.22799999999999976, 'e': 0.33688959957564707}",20,0,-80.17850911585424,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
273,False,"{'a': 0.22699999999999976, 'e': 0.3355447327042427}",25,16,-13.04607761210914,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.22599999999999976, 'e': 0.33420523455571977}",30,18,10.855653247542882,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.22499999999999976, 'e': 0.33287108369807955}",20,12,13.148023040800213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.22399999999999975, 'e': 0.3315422587848797}",20,0,-28.335686876520448,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
277,False,"{'a': 0.22299999999999975, 'e': 0.3302187385548933}",25,14,0.7350395463860435,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.22199999999999975, 'e': 0.3289005018317685}",25,12,12.362766488581332,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.22099999999999975, 'e': 0.3275875275236895}",20,3,-2.8925379027270366,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.21999999999999975, 'e': 0.32627979462303947}",25,15,8.22555847658684,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.21899999999999975, 'e': 0.324977282206064}",35,12,-43.008101759950435,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 1}",1
282,False,"{'a': 0.21799999999999975, 'e': 0.3236799694325367}",30,9,27.580142439088526,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.21699999999999975, 'e': 0.3223878355454255}",20,14,-30.218164599209054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.21599999999999975, 'e': 0.32110085987056064}",25,12,-16.52711429194289,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
285,False,"{'a': 0.21499999999999975, 'e': 0.31981902181630384}",20,0,-28.889701085240617,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
286,False,"{'a': 0.21399999999999975, 'e': 0.31854230087321894}",30,12,9.79435184785491,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.21299999999999975, 'e': 0.3172706766137436}",25,9,-37.1137691242091,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
288,False,"{'a': 0.21199999999999974, 'e': 0.31600412869186245}",25,6,20.55830251884393,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.21099999999999974, 'e': 0.3147426368427819}",20,0,7.20143650985031,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
290,False,"{'a': 0.20999999999999974, 'e': 0.3134861808826053}",20,16,7.221905375437371,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.20899999999999974, 'e': 0.31223474070801055}",20,0,-38.10822200328672,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
292,False,"{'a': 0.20799999999999974, 'e': 0.3109882962959281}",25,7,10.43694145547449,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.20699999999999974, 'e': 0.3097468277032208}",20,6,21.464161083576737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.20599999999999974, 'e': 0.3085103150663647}",20,6,-12.908689428368163,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
295,False,"{'a': 0.20499999999999974, 'e': 0.30727873860113125}",25,15,16.31191587515335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.20399999999999974, 'e': 0.3060520786022707}",20,6,13.512228755628149,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.20299999999999974, 'e': 0.30483031544319683}",20,0,0.9561918849387253,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
298,False,"{'a': 0.20199999999999974, 'e': 0.30361342957567317}",35,17,6.9226091000784615,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
299,False,"{'a': 0.20099999999999973, 'e': 0.3024014015294998}",25,0,2.3124455382161724,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
300,False,"{'a': 0.19999999999999973, 'e': 0.30119421191220214}",20,9,-9.812732130166406,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
301,False,"{'a': 0.19999999999999973, 'e': 0.2999918414087205}",25,18,-4.807476311973339,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.19999999999999973, 'e': 0.29879427078110127}",20,9,8.898512782294342,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.19999999999999973, 'e': 0.29760148086818883}",35,21,-2.6093620617971016,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
304,False,"{'a': 0.19999999999999973, 'e': 0.2964134525853191}",25,19,11.862847638578252,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.19999999999999973, 'e': 0.2952301669240142}",25,2,5.601642504578492,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.19999999999999973, 'e': 0.29405160495167837}",20,8,-24.164681190149754,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
307,False,"{'a': 0.19999999999999973, 'e': 0.2928777478112949}",25,18,15.643682383347425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.19999999999999973, 'e': 0.2917085767211244}",30,5,-58.03072049855213,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",1
309,False,"{'a': 0.19999999999999973, 'e': 0.2905440729744046}",25,19,5.109936300991898,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.19999999999999973, 'e': 0.2893842179390506}",30,0,-14.50627151956854,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
311,False,"{'a': 0.19999999999999973, 'e': 0.2882289930573573}",25,11,12.554098604305,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.19999999999999973, 'e': 0.28707837984570167}",25,13,-2.987611340067194,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
313,False,"{'a': 0.19999999999999973, 'e': 0.285932359894248}",20,11,-42.31745783312925,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
314,False,"{'a': 0.19999999999999973, 'e': 0.2847909148666525}",20,14,12.144581854385715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.19999999999999973, 'e': 0.2836540264997704}",20,16,9.746714793350872,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.19999999999999973, 'e': 0.2825216766033636}",30,19,-1.747143480622545,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.19999999999999973, 'e': 0.2813938470598095}",30,12,36.38399354809221,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.19999999999999973, 'e': 0.28027051982381157}",25,12,-22.673739526897702,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
319,False,"{'a': 0.19999999999999973, 'e': 0.27915167692210985}",25,13,10.312163104158348,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.19999999999999973, 'e': 0.27803730045319414}",30,18,-5.226659664789451,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.19999999999999973, 'e': 0.2769273725870171}",20,0,-1.8894618595436832,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
322,False,"{'a': 0.19999999999999973, 'e': 0.27582187556470933}",20,9,10.456288357597348,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.19999999999999973, 'e': 0.2747207916982947}",20,9,-1.3524480724828232,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.19999999999999973, 'e': 0.27362410337040804}",20,16,7.111988446564211,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.19999999999999973, 'e': 0.2725317930340126}",25,14,14.424481120337195,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.19999999999999973, 'e': 0.27144384321211973}",25,0,-89.84460990101525,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
327,False,"{'a': 0.19999999999999973, 'e': 0.270360236497509}",30,8,8.145622594340528,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
328,False,"{'a': 0.19999999999999973, 'e': 0.26928095555244996}",30,10,-59.77609220867466,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
329,False,"{'a': 0.19999999999999973, 'e': 0.2682059831084244}",25,10,-5.941661706147308,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
330,False,"{'a': 0.19999999999999973, 'e': 0.26713530196585034}",25,16,12.378475689687413,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.19999999999999973, 'e': 0.26606889499380665}",30,13,-36.07462378567321,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
332,False,"{'a': 0.19999999999999973, 'e': 0.2650067451297589}",30,16,15.438019890247162,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.19999999999999973, 'e': 0.2639488353792868}",30,5,24.343869964511434,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.19999999999999973, 'e': 0.26289514881581166}",20,7,25.964191778607756,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.19999999999999973, 'e': 0.261845668580326}",30,21,15.091527639434291,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.19999999999999973, 'e': 0.26080037788112365}",20,3,25.78083192475844,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.19999999999999973, 'e': 0.2597592599935311}",20,13,12.697575755672784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.19999999999999973, 'e': 0.25872229825964005}",20,9,12.183797632923875,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.19999999999999973, 'e': 0.25768947608804055}",20,8,18.203870106852868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.19999999999999973, 'e': 0.2566607769535559}",30,15,-15.331024683313668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
341,False,"{'a': 0.19999999999999973, 'e': 0.25563618439697783}",30,16,22.37027734867835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.19999999999999973, 'e': 0.2546156820248037}",25,19,6.063878693984179,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.19999999999999973, 'e': 0.25359925350897383}",20,14,13.544097039726823,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.19999999999999973, 'e': 0.2525868825866102}",20,6,4.510217833060266,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.19999999999999973, 'e': 0.25157855305975646}",30,21,5.096892987637555,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.19999999999999973, 'e': 0.25057424879511875}",20,13,14.464677773083777,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
